date,time,channel_id,habitat_type,visibility_ft,depth_ft,distance_to_bank_ft,distance_to_cover_ft,cover_type,overhead,unembedded_cobble,distance to cobble_ft,velocity_fps,substrate,fish_type,fish_size,fish_number,comments
2019-01-07,12:48:36pm,North Cypress,Riffle,5,0.2,1.899999976158142,0,Cobble,NA,Yes,0,0,Cobble,Fall Run Chinook,41-50mm,15,NA
2019-01-07,01:01:41pm,North Cypress,Riffle,5,0.4,0.5,0,Undercut Bank,NA,Yes,0.3,0,Gravel,Fall Run Chinook,41-50mm,4,NA
2019-01-07,11:19:08am,North Cypress,Pool,5,0.5,3.799999952316284,0,Fine Woody Debris,NA,Yes,0,0,Cobble,Fall Run Chinook,51-60mm,10,NA
2019-01-07,11:22:53am,North Cypress,Pool,5,0.6,3.5999999046325684,0,"Branches, Small Woody Debris",NA,Yes,5.6,0,Sand,Fall Run Chinook,51-60mm,50,NA
2019-01-07,11:32:58am,North Cypress,Pool,5,0.5,1.7000000476837158,0,"Branches, Small Woody Debris",NA,Yes,8.5,0,Sand,Fall Run Chinook,51-60mm,50,NA
2019-01-07,11:34:48am,North Cypress,Pool,5,0.5,1.7000000476837158,0,"Branches, Small Woody Debris",NA,Yes,8.5,0,Sand,Winter Run Chinook,61-80mm,5,NA
2019-01-07,12:59:40pm,North Cypress,Riffle,5,0.45,2.200000047683716,0,Cobble,NA,Yes,0,0.1,Cobble,Fall Run Chinook,<41mm,1,NA
2019-01-07,10:36:22am,North Cypress,Flatwater,3,2.2,8.800000190734863,0,"Branches, Small Woody Debris",NA,No,0.7,0.1,Gravel,Fall Run Chinook,41-50mm,1,overcast and poor visibility
2019-01-07,12:23:36pm,North Cypress,Riffle,5,1.6,4,3.5999999046325684,Fine Woody Debris,NA,Yes,0,0.2,Cobble,Fall Run Chinook,41-50mm,2,NA
2019-01-07,12:35:38pm,North Cypress,Riffle,5,0.4,0,2.799999952316284,Cobble,NA,Yes,0,0.2,Cobble,Fall Run Chinook,41-50mm,8,NA
2019-01-07,12:12:49pm,North Cypress,Riffle,5,0.5,1.2000000476837158,0,"Branches, Small Woody Debris",NA,Yes,2.3,0.3,Gravel,Fall Run Chinook,41-50mm,1,NA
2019-01-07,12:41:58pm,North Cypress,Riffle,5,0.2,2,0,Cobble,NA,Yes,0,0.4,Cobble,Fall Run Chinook,41-50mm,30,NA
2019-01-07,12:00:16pm,North Cypress,Riffle,5,1.9,4.699999809265137,0,Cobble,NA,Yes,0,0.75,Cobble,Fall Run Chinook,41-50mm,1,NA
2019-01-07,12:16:12pm,North Cypress,Riffle,5,1.4,2.5,0,"Branches, Small Woody Debris",NA,Yes,0,9,Cobble,Fall Run Chinook,41-50mm,10,NA
2019-08-02,04:01:48am,North Cypress,Pool,10,2.3,1.4,0,Overhead cover,Yes,Yes,1.4,0.1,Sand,Late Fall Run Run Chinook,41-50mm,2,overhead
2019-08-02,04:07:29am,North Cypress,Pool,10,1.8,2.5,0,Fine Woody Debris,Yes,Yes,2.3,0.1,Sand,Late Fall Run Run Chinook,51-60mm,4,overhead
2019-08-02,04:45:50am,North Cypress,Pool,10,0.35,1.2,0.3,Aquatic Veg,No,Yes,0,0,Cobble,Rainbow Trout/Steelhead,<41mm,1,no overhead
2019-08-02,04:50:23am,North Cypress,Pool,10,0.4,1.25,0.8,Aquatic Veg,No,Yes,0,0.1,Gravel,Rainbow Trout/Steelhead,<41mm,2,no overhead
2019-08-05,05:35:37am,North Cypress,Flatwater,10,1.1,3.1,0,Cobble,No,Yes,0,0,Cobble,Rainbow Trout/Steelhead,51-60mm,7,no overhead
2019-08-05,05:39:50am,North Cypress,Flatwater,10,0.8,1.9,0,Fine Woody Debris,Yes,Yes,0,0,Cobble,Rainbow Trout/Steelhead,41-50mm,10,overhead
2019-08-05,05:42:27am,North Cypress,Flatwater,10,0.8,1.9,0,Fine Woody Debris,Yes,Yes,0,0,Cobble,Rainbow Trout/Steelhead,51-60mm,11,overhead
2019-08-05,05:43:58am,North Cypress,Flatwater,10,0.8,3.6,0,Fine Woody Debris,Yes,Yes,0.3,0,Mud/Organic,Rainbow Trout/Steelhead,<41mm,2,overhead
2019-08-05,05:48:07am,North Cypress,Flatwater,10,0.9,5.5,0,Fine Woody Debris,Yes,Yes,4,0,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,5,overhead
2019-08-05,05:51:36am,North Cypress,Flatwater,10,0.9,5.5,0,Fine Woody Debris,Yes,Yes,4,0,Mud/Organic,Rainbow Trout/Steelhead,<41mm,1,overhead
2019-08-05,05:53:21am,North Cypress,Flatwater,10,1,4.3,0,Fine Woody Debris,Yes,Yes,4.8,0,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,6,overhead
2019-08-05,05:56:12am,North Cypress,Flatwater,10,1,4.3,0,Fine Woody Debris,Yes,Yes,5,0,Mud/Organic,Rainbow Trout/Steelhead,<41mm,1,overhead
2019-08-05,05:58:45am,North Cypress,Flatwater,10,0.75,4.8,0,Fine Woody Debris,Yes,Yes,3,0,Sand,Rainbow Trout/Steelhead,41-50mm,3,overhead
2019-08-05,06:01:40am,North Cypress,Flatwater,10,0.75,4.8,0,Fine Woody Debris,Yes,Yes,3,0,Sand,Rainbow Trout/Steelhead,<41mm,1,overhead
2019-08-05,06:03:34am,North Cypress,Flatwater,10,1.4,7,0,Fine Woody Debris,No,Yes,1.3,0,Sand,Rainbow Trout/Steelhead,51-60mm,3,no overhead
2019-08-05,06:08:55am,North Cypress,Flatwater,10,1.4,7,0,Fine Woody Debris,No,Yes,1.3,0,NA,Rainbow Trout/Steelhead,41-50mm,2,no overhead
2019-08-05,06:10:39am,North Cypress,Flatwater,10,1,3.6,0.8,Cobble,No,Yes,0.8,0,Sand,Rainbow Trout/Steelhead,<41mm,2,no overhead
2019-08-05,06:16:17am,North Cypress,Flatwater,0,0.5,0.8,0.5,Cobble,No,Yes,0.5,0,Gravel,Rainbow Trout/Steelhead,<41mm,2,no overhead
2019-08-05,06:18:38am,North Cypress,Flatwater,10,0.4,0.7,0,Cobble,No,Yes,0,0,Gravel,Rainbow Trout/Steelhead,<41mm,10,no overhead
2019-08-05,06:20:18am,North Cypress,Flatwater,10,0.8,2.7,0,Cobble,No,Yes,0,0,Cobble,Rainbow Trout/Steelhead,<41mm,5,no overhead
2019-10-03,01:03:08pm,North Cypress,Flatwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No fish found
2019-10-03,01:03:45pm,North Cypress,Pool,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No fish found
2019-12-02,"NA",North Cypress,Pool,6,0.9,6.3,1.2,"Branches, Small Woody Debris",NA,Yes,0,0.1,Cobble,Winter Run Chinook,51-60mm,3,NA
2019-12-02,"NA",North Cypress,Pool,6,0.9,6.3,1.2,"Branches, Small Woody Debris",NA,Yes,0,0.1,Cobble,Winter Run Chinook,41-50mm,6,NA
2019-12-02,"NA",North Cypress,Pool,6,0.8,3.2,2,"Branches, Small Woody Debris",NA,Yes,0,0.05,Gravel,Winter Run Chinook,41-50mm,40,NA
2019-12-02,"NA",North Cypress,Pool,6,0.8,3.2,2,"Branches, Small Woody Debris",NA,Yes,0,0.05,Gravel,Winter Run Chinook,51-60mm,20,NA
2019-12-02,"NA",North Cypress,Pool,6,0.8,3.2,2,"Branches, Small Woody Debris",NA,Yes,0,0.05,Gravel,Winter Run Chinook,61-80mm,4,NA
2019-12-02,"NA",North Cypress,Pool,6,0.5,1,0.5,Fine Woody Debris,NA,Yes,0,0.05,Cobble,Winter Run Chinook,41-50mm,1,NA
2019-12-02,"NA",North Cypress,Pool,0,0.6,4,2,Fine Woody Debris,NA,Yes,0,0,Cobble,Winter Run Chinook,41-50mm,1,NA
2019-12-02,"NA",North Cypress,Pool,6,1,4,4,Fine Woody Debris,NA,Yes,1,0.09,Sand,Winter Run Chinook,61-80mm,15,NA
2019-12-02,"NA",North Cypress,Pool,6,1.6,2,0,Undercut Bank,NA,Yes,0,0.08,Cobble,Winter Run Chinook,41-50mm,1,NA
2019-12-02,"NA",North Cypress,Flatwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No fish found
2020-01-28,03:47:19am,North Cypress,Flatwater,10,0.5,0.6,0.1,Cobble,No,Yes,0.1,0.08,Sand,Fall Run Chinook,51-60mm,3,no overhead
2020-01-28,03:54:45am,North Cypress,Flatwater,10,2.1,6,0,Fine Woody Debris,No,Yes,0.5,0,Mud/Organic,Late Fall Run Run Chinook,41-50mm,1,no overhead
2020-01-28,04:01:58am,North Cypress,Flatwater,10,0.6,2.2,0,Cobble,No,Yes,0,0.05,Cobble,Late Fall Run Run Chinook,41-50mm,28,no overhead
2020-01-28,04:04:14am,North Cypress,Flatwater,10,0.6,2.2,0,Cobble,No,Yes,0,0.05,Cobble,Winter Run Chinook,61-80mm,2,no overhead
2020-01-28,04:06:35am,North Cypress,Flatwater,10,0.5,2,0.2,Cobble,No,No,0.2,0.01,Cobble,Spring Run Chinook,51-60mm,10,no overhead
2020-01-28,04:10:42am,North Cypress,Flatwater,10,0.4,1.1,0.2,Cobble,No,Yes,0.2,0.05,Cobble,Late Fall Run Run Chinook,41-50mm,15,no overhead
2020-01-28,04:14:36am,North Cypress,Flatwater,10,0.3,2,0,Cobble,No,Yes,0,0.01,Cobble,Spring Run Chinook,51-60mm,5,no overhead
2020-01-28,04:16:12am,North Cypress,NA,10,0.3,2,0,Cobble,No,No,0,0.01,Cobble,Fall Run Chinook,51-60mm,15,no overhead
2020-01-28,04:19:38am,North Cypress,Flatwater,10,0.3,1.6,0.8,Cobble,No,Yes,0.8,0.01,Sand,Spring Run Chinook,41-50mm,4,no overhead
2020-01-28,04:21:53am,North Cypress,Flatwater,10,0.3,1.6,0.8,Cobble,No,Yes,0.8,0.01,Cobble,Fall Run Chinook,41-50mm,8,no overhead
2020-01-28,04:29:10am,North Cypress,Flatwater,10,0.7,3.6,0,Cobble,No,Yes,0,0.04,Cobble,Winter Run Chinook,61-80mm,7,no overhead
2020-01-28,04:32:31am,North Cypress,Flatwater,10,0.9,3.8,0,Cobble,No,Yes,0,0.45,Cobble,Fall Run Chinook,41-50mm,45,no overhead
2020-01-28,04:34:32am,North Cypress,Flatwater,10,0.8,3.4,0,Cobble,No,Yes,0,0.1,Cobble,Fall Run Chinook,41-50mm,21,no overhead
2020-01-28,04:38:35am,North Cypress,Flatwater,10,0.6,2.6,0,Cobble,No,Yes,0,0.13,Cobble,Late Fall Run Run Chinook,41-50mm,65,no overhead
2020-01-28,04:41:09am,North Cypress,Flatwater,10,0.7,3.1,0,Cobble,No,Yes,0,0.11,Cobble,Late Fall Run Run Chinook,41-50mm,120,no overhead
2020-01-28,04:44:09am,North Cypress,Flatwater,10,1.1,4.7,0,Cobble,No,Yes,0,0.01,Cobble,Fall Run Chinook,41-50mm,80,no overhead
2020-01-28,04:47:48am,North Cypress,Flatwater,10,1.1,4.7,0,Cobble,No,Yes,0,0.01,Cobble,Spring Run Chinook,51-60mm,10,no overhead
2020-01-28,04:52:05am,North Cypress,Flatwater,10,0.9,2.8,0,Cobble,Yes,Yes,0,0.02,Cobble,Fall Run Chinook,41-50mm,112,overhead
2020-01-28,04:55:01am,North Cypress,Flatwater,10,0.6,2,0,Cobble,No,Yes,0,0.02,Cobble,Fall Run Chinook,41-50mm,140,no overhead
2020-01-28,05:02:15am,North Cypress,Flatwater,10,0.6,2.8,0,Cobble,No,Yes,0,0.15,Gravel,Fall Run Chinook,51-60mm,10,no overhead
2020-01-28,05:03:39am,North Cypress,Flatwater,10,1,4.2,0.2,Fine Woody Debris,No,Yes,0.5,0.04,Mud/Organic,Late Fall Run Run Chinook,<41mm,60,no overhead
2020-01-28,05:07:35am,North Cypress,Flatwater,10,1,4.2,0.2,Fine Woody Debris,Yes,Yes,0.5,0.04,Mud/Organic,Fall Run Chinook,51-60mm,60,overhead
2020-01-28,05:09:01am,North Cypress,Flatwater,10,1,4.2,0.2,Fine Woody Debris,Yes,Yes,0.5,0.04,Mud/Organic,Spring Run Chinook,51-60mm,30,overhead
2020-01-28,05:13:48am,North Cypress,Flatwater,10,0.7,3.6,0.7,Cobble,No,Yes,0.7,0.04,Mud/Organic,Winter Run Chinook,61-80mm,1,no overhead
2020-01-28,05:15:55am,North Cypress,Flatwater,10,0.7,3.6,0.7,Cobble,No,Yes,0.7,0.04,Mud/Organic,Fall Run Chinook,41-50mm,19,no overhead
2020-01-28,05:19:22am,North Cypress,Flatwater,10,0.9,5.4,0,Cobble,No,Yes,0,0.08,Cobble,Winter Run Chinook,61-80mm,2,no overhead
2020-01-28,05:21:37am,North Cypress,Flatwater,10,0.9,5.4,0,Cobble,No,Yes,0,0.08,Cobble,Fall Run Chinook,41-50mm,18,no overhead
2020-01-28,05:24:36am,North Cypress,Flatwater,10,0.7,2,0.6,Cobble,No,Yes,0.6,0.02,Mud/Organic,Fall Run Chinook,<41mm,20,no overhead
2020-01-28,05:27:13am,North Cypress,Flatwater,10,0.7,2,0.6,Cobble,Yes,Yes,0.6,0.02,Mud/Organic,Fall Run Chinook,41-50mm,20,overhead
2020-01-28,05:30:02am,North Cypress,Flatwater,10,1.1,3,0.5,Fine Woody Debris,Yes,Yes,0.7,0.02,Mud/Organic,Winter Run Chinook,61-80mm,5,overhead
2020-01-28,05:33:54am,North Cypress,Flatwater,10,1.1,3,0.5,Fine Woody Debris,Yes,Yes,0.7,0.02,Mud/Organic,Fall Run Chinook,41-50mm,40,overhead
2020-01-28,05:35:47am,North Cypress,Flatwater,10,1.1,3,0.5,Fine Woody Debris,Yes,Yes,0.7,0.02,Mud/Organic,Spring Run Chinook,51-60mm,30,overhead
2020-01-28,05:37:21am,North Cypress,Flatwater,10,0.8,4.1,0.5,"Branches, Small Woody Debris",Yes,Yes,0.9,0.02,Mud/Organic,Winter Run Chinook,61-80mm,3,overhead
2020-01-28,05:41:05am,North Cypress,Flatwater,10,0.8,4.1,0.5,"Branches, Small Woody Debris",Yes,Yes,0.9,0.02,Mud/Organic,Fall Run Chinook,<41mm,50,overhead
2020-01-28,05:42:11am,North Cypress,Flatwater,10,0.8,4.1,0.5,"Branches, Small Woody Debris",Yes,Yes,0.9,0.02,Mud/Organic,Spring Run Chinook,51-60mm,17,overhead
2020-01-28,06:38:56am,North Cypress,Pool,10,1,6.7,0.3,Fine Woody Debris,Yes,Yes,4,0.1,Mud/Organic,Fall Run Chinook,41-50mm,150,overhead
2020-01-28,06:44:44am,North Cypress,Pool,10,1,6.7,0.3,Fine Woody Debris,Yes,Yes,4,0.1,Mud/Organic,Spring Run Chinook,51-60mm,50,overhead
2020-01-28,06:48:43am,North Cypress,Pool,10,0.9,3.3,0,Fine Woody Debris,Yes,Yes,0.3,0.14,Mud/Organic,Fall Run Chinook,41-50mm,300,overhead
2020-01-28,06:52:17am,North Cypress,Pool,10,0.9,3.3,0,Fine Woody Debris,Yes,Yes,0.3,0.14,Mud/Organic,Fall Run Chinook,<41mm,3,overhead
2020-01-28,06:56:48am,North Cypress,Pool,10,0.6,2,0.2,Fine Woody Debris,No,Yes,0.6,0.05,Sand,Fall Run Chinook,41-50mm,60,no overhead
2020-01-28,06:59:24am,North Cypress,Pool,10,0.6,2,0.2,Fine Woody Debris,No,Yes,0.6,0.05,Sand,Fall Run Chinook,<41mm,40,no overhead
2020-01-28,07:02:33am,North Cypress,Pool,10,0.4,1.7,0.5,Cobble,Yes,Yes,0.5,0.04,Sand,Fall Run Chinook,41-50mm,18,overhead
2020-01-28,07:04:58am,North Cypress,Pool,10,0.4,1.7,0.5,Cobble,Yes,Yes,0.5,0.04,Sand,Spring Run Chinook,51-60mm,2,overhead
2020-01-28,07:06:20am,North Cypress,Pool,10,0.9,2.6,0,Cobble,No,Yes,0,0.02,Cobble,Fall Run Chinook,<41mm,1,no overhead
2020-01-28,07:09:02am,North Cypress,Pool,10,0.4,1.8,0.6,Cobble,Yes,Yes,0.6,0,Sand,Fall Run Chinook,41-50mm,20,overhead
2020-01-28,07:11:36am,North Cypress,Pool,10,0.9,2.7,0.3,Cobble,No,Yes,0.3,0.05,Cobble,Fall Run Chinook,41-50mm,15,no overhead
2020-01-28,07:14:14am,North Cypress,Pool,10,0.9,2.7,0.3,Cobble,No,Yes,0.3,0.05,Cobble,Spring Run Chinook,51-60mm,5,no overhead
2020-01-28,07:16:15am,North Cypress,Pool,10,0.8,2.8,0,Cobble,No,Yes,0,0.05,Cobble,Fall Run Chinook,41-50mm,20,no overhead
2020-01-28,07:18:35am,North Cypress,Pool,10,0.7,2,0,Cobble,Yes,Yes,0,0.01,Cobble,Fall Run Chinook,41-50mm,20,overhead
2020-01-28,07:23:20am,North Cypress,Pool,10,0.4,2.1,0,Cobble,No,Yes,0,0.08,Cobble,Late Fall Run Run Chinook,51-60mm,6,no overhead
2020-01-28,07:25:22am,North Cypress,Pool,10,0.4,2.1,0,Cobble,No,Yes,0,0.08,Cobble,Spring Run Chinook,51-60mm,1,no overhead
2020-01-28,07:36:19am,North Cypress,Pool,10,0.9,5.1,0.1,Fine Woody Debris,Yes,Yes,0.4,0.13,Sand,Fall Run Chinook,41-50mm,38,overhead
2020-01-28,07:39:06am,North Cypress,Pool,10,1,13.8,0.5,Fine Woody Debris,No,Yes,5,0.1,Sand,Fall Run Chinook,41-50mm,75,no overhead
2020-01-28,07:45:24am,North Cypress,Pool,10,0.7,3,0.5,"Branches, Small Woody Debris",No,Yes,2.1,0.03,Sand,Fall Run Chinook,61-80mm,41,no overhead
2020-01-28,07:48:18am,North Cypress,Pool,10,0.7,3,0.5,"Branches, Small Woody Debris",No,Yes,2.1,0.03,Sand,Spring Run Chinook,51-60mm,3,no overhead
2020-01-28,07:50:31am,North Cypress,Pool,10,1.2,5.1,0.9,"Branches, Small Woody Debris",No,Yes,2.7,0.04,Mud/Organic,Fall Run Chinook,41-50mm,355,no overhead
2020-01-28,07:54:15am,North Cypress,Pool,10,1.2,5.1,0.9,"Branches, Small Woody Debris",No,Yes,2.7,0.04,Mud/Organic,Winter Run Chinook,81-100mm,110,no overhead
2020-01-28,07:57:43am,North Cypress,Pool,10,0.6,1.8,0,"Branches, Small Woody Debris",Yes,Yes,0.3,0.08,Sand,Fall Run Chinook,41-50mm,36,overhead
2020-01-29,08:16:17am,North Cypress,Pool,10,0.5,0.7,0.7,Overhead cover,Yes,Yes,0.2,0.05,Bedrock,Fall Run Chinook,41-50mm,18,overhead
2020-02-27,11:23:06am,North Cypress,Flatwater,7,1.25,2.8,225,Boulder,No,Yes,2.16,0.36,Bedrock,Fall Run Chinook,<41mm,1,NA
2020-02-27,11:26:53am,North Cypress,Pool,7,0.5,4.5,0.25,Aquatic Veg,No,Yes,0.08,0.05,Gravel,Fall Run Chinook,41-50mm,10,NA
2020-02-27,11:28:38am,North Cypress,Pool,7,2.25,15,0,Fine Woody Debris,No,Yes,0,0,Cobble,Fall Run Chinook,41-50mm,5,NA
2020-02-27,11:30:59am,North Cypress,Pool,7,2,14.8,0.42,Large Woody Debris,No,Yes,0,0.5,Cobble,Fall Run Chinook,<41mm,10,NA
2020-02-27,11:32:15am,North Cypress,Pool,7,2,14.8,0.5,Large Woody Debris,No,Yes,0,0.5,Cobble,Fall Run Chinook,41-50mm,30,NA
2020-02-27,11:34:01am,North Cypress,Pool,7,1.56,2.64,1.24,Cobble,No,Yes,0,0.7,Cobble,Fall Run Chinook,<41mm,17,NA
2020-02-27,11:36:54am,North Cypress,Pool,7,1.4,3.48,2.48,"Branches, Small Woody Debris",No,Yes,0.25,0.25,Gravel,Fall Run Chinook,<41mm,8,NA
2020-04-08,01:05:12pm,North Cypress,Flatwater,10,0.6,0.8,0,Fine Woody Debris,Yes,Yes,0.8,0,Sand,Fall Run Chinook,51-60mm,1,undercut bank
2020-04-08,01:09:19pm,North Cypress,Flatwater,10,0.6,0.8,0,Aquatic Veg,Yes,Yes,0.8,0,Sand,Rainbow Trout/Steelhead,41-50mm,1,undercut bank
2020-04-08,01:13:48pm,North Cypress,Flatwater,10,0.1,0.3,0.5,"Branches, Small Woody Debris",Yes,Yes,2,0.1,Sand,Late Fall Run Run Chinook,<41mm,2,undercut bank
2020-04-08,01:18:06pm,North Cypress,Pool,10,0.3,1,0,Cobble,No,Yes,0,0,Cobble,Rainbow Trout/Steelhead,<41mm,4,NA
2020-04-08,01:21:58pm,North Cypress,Pool,10,0.3,1,0,Cobble,No,Yes,0,0,Cobble,Rainbow Trout/Steelhead,41-50mm,6,NA
2020-04-08,01:25:16pm,North Cypress,Pool,10,1.3,1.4,0,"Branches, Small Woody Debris",Yes,Yes,1.8,0,Mud/Organic,Late Fall Run Run Chinook,<41mm,8,NA
2020-04-08,01:27:48pm,North Cypress,Pool,10,1.3,1.4,0,"Branches, Small Woody Debris",Yes,Yes,1.8,0,Mud/Organic,Fall Run Chinook,41-50mm,22,NA
2020-04-08,01:29:31pm,North Cypress,Flatwater,10,0.3,1.6,0,Cobble,No,Yes,0,0,Cobble,Rainbow Trout/Steelhead,41-50mm,4,NA
2020-04-08,01:31:36pm,North Cypress,Flatwater,10,0.3,1.1,0.3,Cobble,Yes,Yes,0.3,0.1,Sand,Rainbow Trout/Steelhead,41-50mm,5,NA
2020-04-08,01:34:02pm,North Cypress,Pool,10,0.6,2.3,1.5,Aquatic Veg,Yes,Yes,0.1,0,Gravel,Rainbow Trout/Steelhead,<41mm,9,trash cover
2020-04-08,01:36:53pm,North Cypress,Pool,10,0.6,2.3,1.5,Aquatic Veg,Yes,Yes,0.1,0,Gravel,Fall Run Chinook,51-60mm,11,trash cover
2020-04-08,01:39:04pm,North Cypress,Pool,10,0.6,2.3,0,Cobble,No,Yes,0,0,Cobble,Rainbow Trout/Steelhead,41-50mm,10,NA
2020-04-08,01:40:39pm,North Cypress,Pool,10,0.6,2.3,0,Cobble,No,Yes,0,0,Cobble,Rainbow Trout/Steelhead,41-50mm,1,NA
2020-04-08,01:41:32pm,North Cypress,Pool,10,0.6,2.3,0,Cobble,No,Yes,0,0,Cobble,Fall Run Chinook,51-60mm,1,NA
2020-04-08,01:43:08pm,North Cypress,Pool,10,0.6,2,0.1,Cobble,No,Yes,0.1,0,Sand,Rainbow Trout/Steelhead,41-50mm,5,NA
2020-04-08,01:44:59pm,North Cypress,Pool,10,0.6,2,0.1,Cobble,No,Yes,0.1,0,Cobble,Rainbow Trout/Steelhead,51-60mm,1,NA
2018-11-19,01:52:45pm,Painters,Riffle,10,1.92,10.329999923706055,4.329999923706055,Boulder,NA,Yes,0,0,Cobble,Winter Run Chinook,51-60mm,20,NA
2018-11-19,01:11:47pm,Painters,Riffle,10,1.92,10.329999923706055,4.329999923706055,Boulder,NA,Yes,0,0,Cobble,Winter Run Chinook,61-80mm,80,NA
2018-11-19,01:54:26pm,Painters,Riffle,10,1.92,10.329999923706055,4.329999923706055,Boulder,NA,Yes,0,0,Cobble,Winter Run Chinook,81-100mm,20,NA
2019-01-07,02:18:21pm,Painters,Riffle,6,0.4,3,1.5,Fine Woody Debris,NA,Yes,0,0.05,Cobble,Fall Run Chinook,41-50mm,20,NA
2019-01-07,02:22:18pm,Painters,Riffle,6,0.25,2.0999999046325684,0.30000001192092896,Cobble,NA,Yes,0.3,0.05,Gravel,Fall Run Chinook,41-50mm,20,NA
2019-01-07,02:13:17pm,Painters,Riffle,6,0.5,4.099999904632568,1.899999976158142,Fine Woody Debris,NA,Yes,0,0.1,Cobble,Fall Run Chinook,<41mm,1,NA
2019-01-07,02:17:00pm,Painters,Riffle,6,0.5,4.099999904632568,1.899999976158142,Fine Woody Debris,NA,Yes,0,0.1,Cobble,Fall Run Chinook,41-50mm,2,NA
2019-01-07,02:20:33pm,Painters,Riffle,6,0.4,2.799999952316284,0.10000000149011612,Cobble,NA,Yes,0.1,0.7,Gravel,Fall Run Chinook,41-50mm,1,NA
2019-07-26,03:45:10am,Painters,Riffle,10,0.9,3.2,0,Fine Woody Debris,Yes,Yes,4.8,0.1,Gravel,Late Fall Run Run Chinook,41-50mm,25,overhead
2019-07-26,03:50:10am,Painters,Riffle,10,0.9,3,0,Fine Woody Debris,Yes,Yes,1.4,0.1,Gravel,Late Fall Run Run Chinook,41-50mm,20,overhead
2019-07-26,03:52:54am,Painters,Riffle,10,2,4.6,0,Undercut Bank,Yes,Yes,0.7,0.1,Mud/Organic,Late Fall Run Run Chinook,41-50mm,17,overhead
2019-10-03,1:01:40pm,Painters,Riffle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No fish found
2020-01-29,02:45:45am,Painters,Riffle,10,0.9,2.7,1.1,Aquatic Veg,Yes,Yes,0.3,0.12,Sand,Fall Run Chinook,41-50mm,5,overhead
2020-01-29,02:49:41am,Painters,Riffle,10,0.9,4.6,0.3,Aquatic Veg,Yes,Yes,0.6,0.01,Sand,Fall Run Chinook,<41mm,60,overhead
2020-01-29,02:53:24am,Painters,Riffle,10,0.9,4.6,0.3,Aquatic Veg,Yes,Yes,0.6,0.01,Sand,Fall Run Chinook,41-50mm,10,overhead
2020-01-29,02:55:03am,Painters,Pool,10,1.4,11.6,0.7,Cobble,No,Yes,0.7,0.35,Gravel,Fall Run Chinook,41-50mm,6,no overhead
2020-01-29,02:58:34am,Painters,Riffle,10,0.8,3.2,0.1,Aquatic Veg,Yes,Yes,0.2,0.14,Gravel,Fall Run Chinook,41-50mm,40,overhead
2020-01-29,03:01:48am,Painters,Riffle,10,1,5.9,0.2,Cobble,No,Yes,0.2,0.12,Cobble,Fall Run Chinook,41-50mm,40,no overhead
2020-01-29,03:04:31am,painters,NA,0,1,5.9,0.2,Cobble,No,Yes,0.2,0.12,Cobble,Fall Run Chinook,<41mm,10,no overhead
2020-01-29,03:06:03am,Painters,Riffle,10,0.5,2,0.6,Aquatic Veg,No,Yes,0.6,0.16,Sand,Fall Run Chinook,41-50mm,6,no overhead
2020-01-29,03:09:25am,Painters,Riffle,10,0.5,3.3,0.3,Cobble,No,Yes,0.3,0.3,Sand,Fall Run Chinook,41-50mm,10,no overhead
2020-01-29,03:11:36am,Painters,Riffle,10,1,4.9,0.6,Aquatic Veg,Yes,Yes,0.1,0.57,Cobble,Fall Run Chinook,41-50mm,20,"overhead ,, swd"
2020-01-29,03:14:52am,Painters,Riffle,10,1,5.3,0.4,Aquatic Veg,Yes,Yes,0,0.71,Cobble,Fall Run Chinook,41-50mm,25,overhead
2020-01-29,03:16:50am,Painters,Riffle,10,1.1,3.8,0.3,"Branches, Small Woody Debris",Yes,Yes,0,0.25,Cobble,Fall Run Chinook,<41mm,30,overhead
2020-01-29,03:19:51am,Painters,Riffle,10,1.1,3.8,0.3,"Branches, Small Woody Debris",Yes,Yes,0,0.25,Cobble,Fall Run Chinook,41-50mm,30,overhead
2020-01-29,03:22:27am,Painters,Riffle,10,0.4,5.5,0,Cobble,No,Yes,0,0.45,Cobble,Fall Run Chinook,41-50mm,10,no overhead
2020-01-29,03:24:19am,Painters,Riffle,10,0.55,4.9,0.3,Cobble,No,Yes,0.3,0.01,Gravel,Fall Run Chinook,41-50mm,3,no overhead
2020-01-29,03:25:52am,Painters,Riffle,10,0.4,9.8,0,Cobble,No,Yes,0,0.16,Cobble,Fall Run Chinook,41-50mm,2,no overhead
2020-01-29,03:28:17am,Painters,Riffle,10,0.4,9.8,0,Cobble,No,Yes,0,0.16,Cobble,Rainbow Trout/Steelhead,51-60mm,2,no overhead
2020-01-29,03:31:14am,Painters,Riffle,10,0.6,4,0.9,Boulder,No,Yes,0,0.04,Cobble,Fall Run Chinook,41-50mm,9,no overhead
2020-01-29,03:33:53am,Painters,Riffle,10,0.2,0.7,0.6,Boulder,No,Yes,0,0,Cobble,Fall Run Chinook,41-50mm,4,no overhead
